,url,count
0,https://mp.weixin.qq.com/s/N76fZ6R4zeiB6Zqa3TYaxg,25
1,http://www.gz.gov.cn/zt/qlyfdyyqfkyz/qktb/content/mpost_5650490.html,2
2,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html,10
3,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,125
4,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm,27
5,https://mp.weixin.qq.com/s/AZnrdhDgVfn97M0c70VsPQ,5
6,https://mp.weixin.qq.com/s/QxB_8cidgtnMyYPLYRhuiA,3
7,https://m.mp.oeeee.com/a/BAAFRD000020200202256893.html,1
8,https://mp.weixin.qq.com/s/VnxpNxpR_9C68QcaLM0Hcg,3
9,https://mp.weixin.qq.com/s/ZUlkntZnC4B7Up6RUuTc_A,2
10,https://m.mp.oeeee.com/a/BAAFRD000020200204258006.html,3
11,https://m.mp.oeeee.com/a/BAAFRD000020200205258595.html,3
12,https://m.mp.oeeee.com/a/BAAFRD000020200203257425.html,2
13,https://m.mp.oeeee.com/a/BAAFRD000020200131256329.html,4
14,https://mp.weixin.qq.com/s/niO2D4Y69Z9A_jSQ05fWVw,2
15,https://m.mp.oeeee.com/a/BAAFRD000020200205258804.html,7
16,https://mp.weixin.qq.com/s/ImcoQdy9mq5XDbeFW_77ig,34
17,https://mp.weixin.qq.com/s/NzxO4EDvIgv2uf34rtRogQ,7
18,https://mp.weixin.qq.com/s/dmH5ZJzGZpbipMwArjR0ew,13
19,https://m.mp.oeeee.com/a/BAAFRD000020200203257453.html?from=singlemessage,18
20,https://m.mp.oeeee.com/a/BAAFRD000020200205258552.html,4
21,https://m.mp.oeeee.com/a/BAAFRD000020200204257986.html,1
22,https://m.mp.oeeee.com/a/BAAFRD000020200204258006.html?from=singlemessage,1
23,https://www.meizhou.gov.cn/zwgk/zfjg/swsjkj/zfxxgkml/gzdt/content/mpost_1961826.html,2
24,https://mp.weixin.qq.com/s/HcxhAR_zyM42nRwYEPYPJQ,2
25,https://mp.weixin.qq.com/s/38A4EVm7Z8vgTgjzgQ2MeA,1
26,https://mp.weixin.qq.com/s/qfgTktPEryCYGlVfiOOSxg,8
27,https://mp.weixin.qq.com/s/Fb_mE4aL_anvVCxUbnR8OQ,9
28,https://mp.weixin.qq.com/s/95NXnHRnYzEBJEuiYxlp5Q,5
29,https://mp.weixin.qq.com/s/5VPghOXvdzGCxxZ5pZ65wg,1
30,https://mp.weixin.qq.com/s/o7hxc0RTqyeOCeVSg4j6xA,5
31,https://m.mp.oeeee.com/a/BAAFRD000020200204257969.html,9
32,https://m.mp.oeeee.com/a/BAAFRD000020200204258381.html,4
33,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=13,1
34,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=0,1
35,https://m.mp.oeeee.com/a/BAAFRD000020200201256591.html?layer=3&share=chat&isndappinstalled=0,2
36,https://m.mp.oeeee.com/a/BAAFRD000020200131256384.html,1
37,https://m.mp.oeeee.com/a/BAAFRD000020200130255837.html?layer=2&share=chat&isndappinstalled=0,2
38,https://m.mp.oeeee.com/a/BAAFRD000020200205258549.html?from=singlemessage&isappinstalled=0,1
39,https://m.mp.oeeee.com/a/BAAFRD000020200130255474.html,1
40,https://mp.weixin.qq.com/s/PP0Ae7iEqCdUTjgNfCvqCA,3
41,https://m.mp.oeeee.com/a/BAAFRD000020200204258092.html?layer=2&share=chat&isndappinstalled=0,6
42,https://m.mp.oeeee.com/a/BAAFRD000020200205258622.html,12
43,https://mp.weixin.qq.com/s/4z6VMsRUUlQFhxdX65dGeg,3
44,https://m.mp.oeeee.com/a/BAAFRD000020200205258967.html,5
45,https://mp.weixin.qq.com/s/eiEGjqgwS1aD473ux2_5-g,8
46,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5652045.html,2
47,https://mp.weixin.qq.com/s/e-amp6o98SLDq_lWixvHXQ,1
48,https://mp.weixin.qq.com/s/fCvbNEJExzzEE94c5o0mJg,13
49,https://m.mp.oeeee.com/a/BAAFRD000020200205258816.html,4
50,https://m.mp.oeeee.com/a/BAAFRD000020200205258549.html,1
51,https://mp.weixin.qq.com/s/3yMfjhjDS8rgi4OI4o7MoA,2
52,https://www.meizhou.gov.cn/zwgk/zfjg/swsjkj/zfxxgkml/gzdt/content/post_1962224.html,1
53,https://mp.weixin.qq.com/s/8IrwkJ3QFO_QWNvNUEXeBg,4
54,https://mp.weixin.qq.com/s/az_BM3mznGq6X_L8ffzlGw,2
55,https://m.mp.oeeee.com/a/BAAFRD000020200205258812.html,1
56,https://mp.weixin.qq.com/s/QLfdqXGeGMoiDdVn5CR-uA,2
57,https://mp.weixin.qq.com/s/ed2Kqhl3SM9v84XkNu_kPg,1
58,https://mp.weixin.qq.com/s/RJLgbJ7EaZMJlbXIOdi1uA,3
59,https://m.mp.oeeee.com/a/BAAFRD000020200205258617.html,4
60,https://m.mp.oeeee.com/a/BAAFRD000020200205258863.html,2
61,https://m.mp.oeeee.com/a/BAAFRD000020200206259154.html,10
62,https://mp.weixin.qq.com/s/jEj6-XPSjBx4QmbAHPvcaA,12
63,https://m.mp.oeeee.com/a/BAAFRD000020200206259126.html?layer=2&share=chat&isndappinstalled=0,4
64,https://m.mp.oeeee.com/a/BAAFRD000020200206259126.html?from=singlemessage,1
65,https://m.mp.oeeee.com/a/BAAFRD000020200206259165.html,1
66,https://mp.weixin.qq.com/s/XwNjdNq5T1j_yI4r5o5gTQ,3
67,https://mp.weixin.qq.com/s/K-sGSnsJxXeBykGxzheZgw,21
68,https://m.mp.oeeee.com/a/BAAFRD000020200206259435.html?from=groupmessage&isappinstalled=0,4
69,https://mp.weixin.qq.com/s/d3ON0qecuZkcysq9iBHIag,2
70,http://www.gaoyao.gov.cn/ztzlyqfk/content/post_1969957.html,4
71,https://mp.weixin.qq.com/s/58QJRgoIruKKOdvWfKXFBw,1
72,https://mp.weixin.qq.com/s/C6HaqZrzTVpjx87YYtPdLg,1
73,https://mp.weixin.qq.com/s/seLEM6utIRjmlJnt1ObSmQ,1
74,https://mp.weixin.qq.com/s/UBvWAGWqx5upnac0ewUEQg,8
75,https://mp.weixin.qq.com/s/0l60ZqTHkZ0x9gIJJ_L1GQ,8
76,https://mp.weixin.qq.com/s?__biz=MzA4MjEzOTQ4Mw==&mid=2650628055&idx=1&sn=67079b69b434704c52c1be7a42f754b8&chksm=8783bfe3b0f436f58d5f7f9714645cc90eba7bea161d08383cb0897a3228ec8aeec61eb7c64f&mpshare=1&scene=1&srcid=&sharer_sharetime=1581135000671&sharer_sh,1
77,https://mp.weixin.qq.com/s/DJ2wqPqYHw-jyUCs82g3rg,1
78,https://m.mp.oeeee.com/a/BAAFRD000020200207260189.html,19
79,https://mp.weixin.qq.com/s/98eYE6zMZSBWQfNqJZbTJA,8
80,https://mp.weixin.qq.com/s/4-mv1FvXQTyf4TUV4S7R4Q,2
81,https://mp.weixin.qq.com/s/jUNaWRR69mvaMgpcnAVvVA,4
82,https://m.mp.oeeee.com/a/BAAFRD000020200208260502.html?layer=2&share=chat&isndappinstalled=0,3
83,http://www.ahwang.cn/anhui/20200205/1977251.html,63
84,http://www.bbnews.cn/p/7411.html?spm=zm1143-001.0.0.1.NRj4TT,39
85,https://weibo.com/3442980450/IsUn2AqiS,5
86,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,17
87,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,13
88,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,10
89,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,7
90,https://mp.weixin.qq.com/s/Knh2diX1UlX_TrMDYOc-hw,3
91,https://mp.weixin.qq.com/s/BqLra_DMGKDL84G0dpxGQw,1
92,http://hfpc.xm.gov.cn/xwzx/tzgg/202002/t20200203_2419523.htm,1
93,https://mp.weixin.qq.com/s/HwRgxACoC_lTyXFQUF0vHw,96
94,http://hfpc.xm.gov.cn/xwzx/tzgg/202002/t20200204_2419773.htm,2
95,https://mp.weixin.qq.com/s/iDWXUYfXgcLSPEiIfgCXIA,5
96,http://hfpc.xm.gov.cn/xwzx/tzgg/202002/t20200207_2420350.htm,1
97,https://mp.weixin.qq.com/s/UB-k6tTT9WSSUvzC5k0Hcg,1
98,https://mp.weixin.qq.com/s/ffl01w2v7mjJSJuMWKrk_A,4
99,https://mp.weixin.qq.com/s/fhqvnOGxTC3rqgSRz0lVJw,1
100,https://mp.weixin.qq.com/s/V9Z0__qohABfoY3sgAoefg,10
101,https://mp.weixin.qq.com/s/4t4rzPDSAosHrQLWcHrjQA,3
102,https://mp.weixin.qq.com/s/779aA0RshWV9BSQRfhz0Lw,1
103,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,14
104,https://mp.weixin.qq.com/s/bDY_tLAOKtfouxq2EisYbw,3
105,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,14
106,https://mp.weixin.qq.com/s/LcR9UuoA-NO5Gx3AOYw5cQ,3
107,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,26
108,http://www.gzhfpc.gov.cn/xwzx_500663/tzgg/202002/t20200205_47278011.html,2
109,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202002/t20200204_47017878.html,1
110,https://mp.weixin.qq.com/s/HaPceoGXl2XnSTFTKWMvZA,8
111,https://mp.weixin.qq.com/s/LiaHguhJbY3lcCW1iFM7Vw,4
112,https://mp.weixin.qq.com/s/tqhxt5RZhGloGturQtHafQ,1
113,https://mp.weixin.qq.com/s?__biz=MzA3NDIwODEwMA==&mid=2878778752&idx=4&sn=74c16ce68b252b3c5bc359d36b5d2a6d&chksm=b1614b8b8616c29d6e9541bb533dce0dd068f0e8e71c960bf79a13a0b937e1c397238e5c8cbd&mpshare=1&scene=1&srcid=&sharer_sharetime=1581943522960&sharer_sh,6
114,http://www.gzhfpc.gov.cn/ztzl_500663/xxgzbdgrdfyyqfk/yqdt/202002/t20200213_48886436.html,1
115,https://mp.weixin.qq.com/s/Dc6hqrFt1WTJEnxM4XHtBw,38
116,https://mp.weixin.qq.com/s/gISZhpQ7Y-hmVNvoUn1K1g,9
117,http://wst.hainan.gov.cn/yqfk/index/index/qianyi.html,191
118,https://mp.weixin.qq.com/s/aVozwgjJCHKFhJxjcsvu1Q,10
119,https://mp.weixin.qq.com/s/ZFeDPEwTl11xVXMBjtV_2g,2
120,https://mp.weixin.qq.com/s/vjaX0yG9GeqvRQ7N-btO_Q,22
121,https://mp.weixin.qq.com/s?__biz=MzA4NjUyMjMzMA==&mid=2650788921&idx=1&sn=453b3b352e07b8ceda3d21fab1634332&chksm=87cc148cb0bb9d9a6788e15aa0d63ce1488b17263b78e0aa998b5fa6eb440787ecb413d2db27&mpshare=1&scene=1&srcid=&sharer_sharetime=1580972164289&sharer_sh,6
122,https://mp.weixin.qq.com/s?__biz=MzA4NjUyMjMzMA==&mid=2650788957&idx=1&sn=d86b897d738dab5a2865f1f8593fe542&chksm=87cc14e8b0bb9dfeed22f33081f69742a1b7e04c4674444bba70c2bea233b115d115ada380d9&mpshare=1&scene=1&srcid=&sharer_sharetime=1580975167689&sharer_sh,20
123,http://www.yandunews.com/html/2020/bingli_0209/8.html,11
124,https://mp.weixin.qq.com/s?__biz=MzA4NjUyMjMzMA==&mid=2650789284&idx=1&sn=98ff3db390dc1b22dd1b85c0e1841b68&chksm=87cc1511b0bb9c073b60a11bbc9998a54a0ad295e7ad7b6d4a980d4b9d6f4be658357fb302b3&mpshare=1&scene=1&srcid=&sharer_sharetime=1581068168354&sharer_sh,12
125,https://mp.weixin.qq.com/s?__biz=MzA4NjUyMjMzMA==&mid=2650789511&idx=1&sn=2421038cd68b88d4dc43803f17176b97&chksm=87cc1632b0bb9f2453eb02982848ade9668f6003f60bd1ccca015cba787ed1f8a46e158d0b49&mpshare=1&scene=1&srcid=&sharer_sharetime=1581068189987&sharer_sh,1
126,http://www.kfwsjsw.gov.cn/news/wsxw/20200205/8407.html,6
127,https://www.henan100.com/news/2020/905240.shtml,1
128,https://baijiahao.baidu.com/s?id=1657976152714727373&wfr=spider&for=pc,1
129,https://mp.weixin.qq.com/s?__biz=MjM5MTY2NjcwMA==&mid=2650726424&idx=3&sn=2c6b56fa1cb99b38ac3b996e603a7205&chksm=beb8477b89cfce6d7381a6310a48865e07a4b1368a4a33503a430019a7ecabc9928b86292f01&mpshare=1&scene=1&srcid=&sharer_sharetime=1580999780087&sharer_sh,65
130,http://m.xxcb.cn/event/changsha/2020-02-01/9120744.html,1
131,http://wjw.zhuzhou.gov.cn//c16689/20200201/i1429367.html,12
132,https://weibo.com/2288691440/IsDKqrSPR?sudaref=www.baidu.com&display=0&retcode=6102&type=comment#_rnd1581658287338,15
133,https://weibo.com/2288691440/IsDKqrSPR?sudaref=www.baidu.com&display=0&retcode=6102&type=comment#_rnd1581659477033,6
134,http://wjw.changde.gov.cn/zhdt/wjdt/content_718705,79
135,https://mp.weixin.qq.com/s?__biz=MjM5MTY2NjcwMA==&mid=2650726445&idx=4&sn=99a659794f0b902f7fa714a8e768eda3&chksm=beb8474e89cfce5816ed8ee9728216e40863957c339f562bedf80f21d2cc65962cf09e9a1f0d&mpshare=1&scene=1&srcid=&sharer_sharetime=1581052627542&sharer_sh,7
136,http://wjw.changde.gov.cn/zhdt/wjdt/content_718989,6
137,https://mp.weixin.qq.com/s/7QdFMJ-Z0ygdp-UxhasNdA,1
138,http://news.ldnews.cn/news/loudi/202002/621592.shtml,1
139,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200204_6674931.html,5
140,https://mp.weixin.qq.com/s/oGMG1xFfaJ3dnUs_gPHLzg,17
141,https://mp.weixin.qq.com/s/r_Vi9_HbC-fEx9iAOhJiHA,9
142,https://mp.weixin.qq.com/s/AR9o0zlUzl0MGbU54CfWzQ,5
143,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200208_6828726.html,2
144,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200209_6829137.html,6
145,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200207_6828199.html,1
146,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200210_6829498.html,4
147,https://mp.weixin.qq.com/s/xjZGu-rYlfr_57JUC-yv9g,1
148,https://mp.weixin.qq.com/s/gb33Pz92gZiVFRe1hy0YyQ,4
149,http://wsjkw.jlsy.gov.cn/xwzx/jgdt/202002/t20200202_360033.html,1
150,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200212_6836270.html,2
151,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200213_6836775.html,2
152,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200206_6827634.html,1
153,http://www.jiangmen.gov.cn/home/zwyw/content/post_1970234.html,1
154,http://wsjkj.zhuhai.gov.cn/zwgk/tzgg/content/post_2466822.html,1
155,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html,56
156,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723955.html,22
157,http://www.jlcity.gov.cn/zt/qtzt/kjxgfy/tzgg/202002/t20200203_730660.html,4
